filename,caption,truncated_caption,source,source_type,disease_label,hierarchical_disease_label,skin_concept,body_location,symptoms,age,gender
pubmed/fa_03_PMC6872615_JVIM-33-2770-g004_5.jpg,"Atrophy of the biceps femoris, middle, and superficial gluteal muscles, indicated by respective arrows, in the same horse as shown in the previous image.","Atrophy of the biceps femoris, middle, and superficial gluteal muscles, indicated by respective arrows, in the same horse as shown in the previous image.",pubmed_fail,knowledge,no definitive diagnosis,,atrophy,No body location information,No symptom information,No age information,No gender information
youtube/IXZC_NOKpq0_frame_20623_0_0.jpg,"This image shows a person discussing their approach to treating skin diseases, emphasizing the importance of combining different treatments such as laser and Fraxel for optimal results with minimal downtime.","This image shows a person discussing their approach to treating skin diseases, emphasizing the importance of combining different treatments such as laser and Fraxel for optimal results with minimal downtime.",youtube,edu,no definitive diagnosis,no definitive diagnosis,No visual concepts,No body location information,No symptom information,No age information,No gender information
pubmed/5e_ea_PMC7007033_abd-94-04-0491-g03_1.jpg,"Right first digit, after 60 days, following 2 infiltrations, with 1 infiltration every 30 days.","Right first digit, after 60 days, following 2 infiltrations, with 1 infiltration every 30 days.",pubmed_fail,knowledge,no definitive diagnosis,,No visual concepts,No body location information,No symptom information,No age information,No gender information
pubmed/42_f3_PMC8202470_IDOJ_12_454_g001_0.png,Front view.,Front view.,pubmed_english,knowledge,no definitive diagnosis,,No visual concepts,No body location information,No symptom information,No age information,No gender information
youtube/0JGlIffYRuM_frame_4049_0.jpg,"This image depicts the differences in appearance and growth patterns between SCCs and BCCs, with SCCs commonly appearing on lips, forearms, and dorsum of the hands, while BCCs are more commonly found on the face, scalp, and ears.","This image depicts the differences in appearance and growth patterns between SCCs and BCCs, with SCCs commonly appearing on lips, forearms, and dorsum of the hands, while BCCs are more commonly found on the face, scalp, and ears.",youtube,edu,no definitive diagnosis,no definitive diagnosis,No visual concepts,"scalp, ear, lips, hand, face",No symptom information,No age information,No gender information
youtube/TyY1qef8dIM_frame_562_0.jpg,"This image shows a close-up view of a skin disease characterized by red, inflamed patches on the skin, likely caused by an allergic reaction to a specific substance. Treatment options may include topical creams or ointments, avoiding the allergen, and taking antihistamines.","This image shows a close-up view of a skin disease characterized by red, inflamed patches on the skin, likely caused by an allergic reaction to a specific substance. Treatment options may include topical creams or ointments, avoiding the allergen, and taking antihistamines.",youtube,edu,allergic contact dermatitis,"inflammatory, non-infectious, eczema, contact dermatitis, allergic contact dermatitis","red, patch",No body location information,No symptom information,No age information,No gender information
youtube/y06F3fLlDzM_frame_2891_0_0.jpg,"This image shows a close-up view of a skin disease characterized by red, inflamed patches on the skin, likely caused by an allergic reaction to an irritant. Treatment options include topical creams and avoiding the allergen.","This image shows a close-up view of a skin disease characterized by red, inflamed patches on the skin, likely caused by an allergic reaction to an irritant. Treatment options include topical creams and avoiding the allergen.",youtube,edu,allergic contact dermatitis,"inflammatory, non-infectious, eczema, contact dermatitis, allergic contact dermatitis","red, patch",No body location information,No symptom information,No age information,No gender information
youtube/TL_AhJVL7Xg_frame_3317_1.jpg,"This image shows a close-up view of a person's face with a red, itchy rash covering their cheeks and nose. The rash appears to be caused by an allergic reaction to a specific food or environmental allergen, and treatment options include avoiding the allergen and using over-the-counter creams to alleviate the symptoms.","This image shows a close-up view of a person's face with a red, itchy rash covering their cheeks and nose. The rash appears to be caused by an allergic reaction to a specific food or environmental allergen, and treatment options include avoiding the allergen and using over-the-counter creams to alleviate the symptoms.",youtube,edu,allergic contact dermatitis,"inflammatory, non-infectious, eczema, contact dermatitis, allergic contact dermatitis",red,"nose, face",No symptom information,No age information,No gender information
youtube/TlLO0Ujv_wg_frame_29136_0_0.jpg,"This image shows a close-up view of a skin disease characterized by red, itchy patches on the skin. The cause of this condition is an allergic reaction to a specific substance, and treatment options include avoiding the allergen and using over-the-counter creams to relieve symptoms.","This image shows a close-up view of a skin disease characterized by red, itchy patches on the skin. The cause of this condition is an allergic reaction to a specific substance, and treatment options include avoiding the allergen and using over-the-counter creams to relieve symptoms.",youtube,edu,allergic contact dermatitis,"inflammatory, non-infectious, eczema, contact dermatitis, allergic contact dermatitis","red, patch",No body location information,No symptom information,No age information,No gender information
youtube/RBEULrR75Ic_frame_51337_1.jpg,"This image shows a close-up view of a person's face with a red, itchy rash covering their cheeks and nose. The rash appears to be caused by an allergic reaction to a specific food or environmental trigger, and treatment options may include avoiding the trigger, using over-the-counter creams, or seeing a dermatologist for prescription medication.","This image shows a close-up view of a person's face with a red, itchy rash covering their cheeks and nose. The rash appears to be caused by an allergic reaction to a specific food or environmental trigger, and treatment options may include avoiding the trigger, using over-the-counter creams, or seeing a dermatologist for prescription medication.",youtube,edu,allergic contact dermatitis,"inflammatory, non-infectious, eczema, contact dermatitis, allergic contact dermatitis",red,"nose, face",No symptom information,No age information,No gender information
youtube/ES7RUPzSx3U_frame_1830_0_0.jpg,"This image shows superficial skin lesions with a red, raised appearance, likely caused by an inflammatory skin disease, and can be treated with topical corticosteroids and over-the-counter creams.","This image shows superficial skin lesions with a red, raised appearance, likely caused by an inflammatory skin disease, and can be treated with topical corticosteroids and over-the-counter creams.",youtube,edu,"irritated seborrheic keratosis (from ""sk/isk"")","proliferations, benign, non-melanocytic, seborrheic keratosis, irritated seborrheic keratosis (from ""sk/isk"")","red, raised",No body location information,No symptom information,No age information,No gender information
youtube/KC3Yyxprz20_frame_10935_0_0.jpg,"This image shows a close-up view of a skin disease characterized by red, inflamed patches on the skin, caused by an overactive immune response. Treatment options include topical creams and ointments, as well as immunosuppressive medications.","This image shows a close-up view of a skin disease characterized by red, inflamed patches on the skin, caused by an overactive immune response. Treatment options include topical creams and ointments, as well as immunosuppressive medications.",youtube,edu,"irritated seborrheic keratosis (from ""sk/isk"")","proliferations, benign, non-melanocytic, seborrheic keratosis, irritated seborrheic keratosis (from ""sk/isk"")","red, patch",No body location information,No symptom information,No age information,No gender information
youtube/s0YmSISoUug_frame_3817_0_0.jpg,"This image shows a close-up view of a skin disease characterized by red, inflamed patches on the skin. The cause of this condition is not yet clear, but it may be related to an autoimmune disorder. Treatment options include topical creams and ointments to reduce inflammation and prevent further irritation.","This image shows a close-up view of a skin disease characterized by red, inflamed patches on the skin. The cause of this condition is not yet clear, but it may be related to an autoimmune disorder. Treatment options include topical creams and ointments to reduce inflammation and prevent further irritation.",youtube,edu,"irritated seborrheic keratosis (from ""sk/isk"")","proliferations, benign, non-melanocytic, seborrheic keratosis, irritated seborrheic keratosis (from ""sk/isk"")","red, patch",No body location information,No symptom information,No age information,No gender information
youtube/v3Hn2eplsiw_frame_67623_0_0.jpg,"This image shows a close-up view of a skin disease characterized by red, inflamed patches on the skin. The cause of this condition is an overactive immune response, and treatment options include topical steroids and antihistamines.","This image shows a close-up view of a skin disease characterized by red, inflamed patches on the skin. The cause of this condition is an overactive immune response, and treatment options include topical steroids and antihistamines.",youtube,edu,"irritated seborrheic keratosis (from ""sk/isk"")","proliferations, benign, non-melanocytic, seborrheic keratosis, irritated seborrheic keratosis (from ""sk/isk"")","red, patch",No body location information,No symptom information,No age information,No gender information
note/Sewon-Kang-Fitzpatrick’s-Dermatology[2-Volume Set]-McGraw-Hil-Education(2019)-part8_00290_03575_0.png,Regional full-thickness skin graft. A triangular shape of tissue is removed from adjacent skin and placed in the defect. The graft donor site is closed primarily. The concept is very similar to an island pedicle flap without a vascular pedicle. Another triangular area was also removed from the right glabella of this patient.,Regional full-thickness skin graft. A triangular shape of tissue is removed from adjacent skin and placed in the defect. The graft donor site is closed primarily. The concept is very similar to an island pedicle flap without a vascular pedicle. Another triangular area was also removed from the right glabella of this patient.,textbook_fail,knowledge,"irritated seborrheic keratosis (from ""sk/isk"")","proliferations, benign, non-melanocytic, seborrheic keratosis, irritated seborrheic keratosis (from ""sk/isk"")",No visual concepts,No body location information,No symptom information,No age information,No gender information
IIYI/66_1.png,"An 80-year-old female with a one-year history of skin lesions on both hands, scalp, and neck. She has normal blood pressure, blood sugar, and other indicators. There are no other medical histories except for endometrial cancer 17 years ago, which was surgically removed. The discussions between the poster and other users suggested ruling out lupus since there is no fever, joint pain, or mucosal lesions, and the routine blood tests are normal. Psoriasis was considered as a potential diagnosis.","An 80-year-old female with a one-year history of skin lesions on both hands, scalp, and neck. She has normal blood pressure, blood sugar, and other indicators. There are no other medical histories except for endometrial cancer 17 years ago, which was surgically removed. The discussions between the poster and other users suggested ruling out lupus since there is no fever, joint pain, or mucosal lesions, and the routine blood tests are normal. Psoriasis was considered as a potential diagnosis.",IIYI_chinese,forum,psoriasis,"inflammatory, non-infectious, psoriasis",No visual concepts,"scalp, neck, hand",tender,80,female
youtube/o1YUsJxsHdU_frame_138268_1.jpg,"This image describes a patient with a potential necrolytic migratory psoriatic form of skin disease, characterized by glittering, nomadic-like appearance and a connection to Pseudomonas infection. The patient was started on treatment containing aggressive gene therapy and amino acid supplementation.","This image describes a patient with a potential necrolytic migratory psoriatic form of skin disease, characterized by glittering, nomadic-like appearance and a connection to Pseudomonas infection. The patient was started on treatment containing aggressive gene therapy and amino acid supplementation.",youtube,edu,psoriasis,"inflammatory, non-infectious, psoriasis",No visual concepts,No body location information,No symptom information,No age information,No gender information
youtube/7yKeNoCB8_E_frame_33920_1.jpg,"This image shows a close-up view of a skin disease characterized by red, inflamed patches on the skin. The cause of this condition is an overproduction of skin cells, which can be treated with topical steroids and other medications.","This image shows a close-up view of a skin disease characterized by red, inflamed patches on the skin. The cause of this condition is an overproduction of skin cells, which can be treated with topical steroids and other medications.",youtube,edu,psoriasis,"inflammatory, non-infectious, psoriasis","red, patch",No body location information,No symptom information,No age information,No gender information
youtube/iIhr9-LwS5Q_frame_11211_9.jpg,"This image depicts a mentally-ill individual suffering from a skin disease characterized by a red, itchy rash with a raised, scaly appearance. The cause of this condition is not fully understood, but it may be related to an immune system disorder or an allergic reaction. Treatment options include topical creams, oral medications, and lifestyle changes to manage symptoms and prevent flare-ups.","This image depicts a mentally-ill individual suffering from a skin disease characterized by a red, itchy rash with a raised, scaly appearance. The cause of this condition is not fully understood, but it may be related to an immune system disorder or an allergic reaction. Treatment options include topical creams, oral medications, and lifestyle changes to manage symptoms and prevent flare-ups.",youtube,edu,psoriasis,"inflammatory, non-infectious, psoriasis","red, raised, scaly",oral,No symptom information,No age information,No gender information
youtube/Xl3sMLqhK30_frame_29964_5.jpg,"This image shows a Handyscope, a device used for examining the skin and diagnosing skin diseases such as eczema, psoriasis, and acne, which can present as red, scaly patches or pimples on the skin. The causes of these diseases can be genetic, environmental, or triggered by stress or allergies, and treatment options include topical creams, oral medications, and lifestyle changes.","This image shows a Handyscope, a device used for examining the skin and diagnosing skin diseases such as eczema, psoriasis, and acne, which can present as red, scaly patches or pimples on the skin. The causes of these diseases can be genetic, environmental, or triggered by stress or allergies, and treatment options include topical creams, oral medications, and lifestyle changes.",youtube,edu,psoriasis,"inflammatory, non-infectious, psoriasis",No visual concepts,oral,No symptom information,No age information,No gender information
public/5453977556464879778.png,This is a close up clinical image with FST2 skin tone. The final diagnosis is eczema.  The duration of the skin condition is less than one week.,This is a close up clinical image with FST2 skin tone. The final diagnosis is eczema.  The duration of the skin condition is less than one week.,public,knowledge,eczema,"inflammatory, non-infectious, eczema",No visual concepts,No body location information,No symptom information,No age information,No gender information
youtube/Z3Oa5mxfCOw_frame_15078_0_0.jpg,"This image describes Dyshidrotic Eczema, also known as Pompholyx, as a skin disease characterized by dry, scaly patches on the skin, often found on the face, neck, and hands. The cause of this condition is not fully understood, but it may be related to a deficiency in ceramides, a type of fatty acid that helps maintain the skin's moisture balance. Treatment options include topical corticosteroids, emollients, and immunosuppressants, among others.","This image describes Dyshidrotic Eczema, also known as Pompholyx, as a skin disease characterized by dry, scaly patches on the skin, often found on the face, neck, and hands. The cause of this condition is not fully understood, but it may be related to a deficiency in ceramides, a type of fatty acid that helps maintain the skin's moisture balance. Treatment options include topical corticosteroids, emollients, and immunosuppressants, among others.",youtube,edu,eczema,"inflammatory, non-infectious, eczema","patch, scaly","neck, hand, face",No symptom information,No age information,No gender information
IIYI/1587_2.png,"A 65-year-old male has symptoms of diffuse erythema, papules along with itching for 2 years, and diffused erythroderma with desquamation for the last 1 month. Initially diagnosed as eczema, he has been treated intermittently without significant improvement, and his symptoms have worsened. His complaint was escalated as erythroderma at a recent clinic visit. The patient's condition includes a significant body coverage of over 95% with erythema, and extensive erosion on the limbs. His erythroderma was unresponsive to various unspecified oral and topical treatments. Laboratory results indicated elevated total IgE and eosinophil counts, consistent with eczema. Despite these findings, the current treatment approaches have not sufficiently addressed his symptoms as evidenced by his condition progression and current severe skin findings.","A 65-year-old male has symptoms of diffuse erythema, papules along with itching for 2 years, and diffused erythroderma with desquamation for the last 1 month. Initially diagnosed as eczema, he has been treated intermittently without significant improvement, and his symptoms have worsened. His complaint was escalated as erythroderma at a recent clinic visit. The patient's condition includes a significant body coverage of over 95% with erythema, and extensive erosion on the limbs. His erythroderma was unresponsive to various unspecified oral and topical treatments. Laboratory results indicated elevated total IgE and eosinophil counts, consistent with eczema. Despite these findings, the current treatment approaches have not sufficiently addressed his symptoms as evidenced by his condition progression and current severe skin findings.",IIYI_chinese,forum,eczema,"inflammatory, non-infectious, eczema","papule, desquamation, erosion, diffuse, erythema",oral,No symptom information,65,male
public/stasis-dermatitis-20.jpg,"This is a clinical skin image, diagnosed as eczema photos.","This is a clinical skin image, diagnosed as eczema photos.",public,knowledge,eczema,"inflammatory, non-infectious, eczema",No visual concepts,No body location information,No symptom information,No age information,No gender information
youtube/uzcGVrNYLaI_frame_343_0_0.jpg,"This image discusses eczema, a common skin condition characterized by itchiness, rashes, and dry patches, which is a type of dermatitis and often associated with allergic conditions like asthma and hay fever.","This image discusses eczema, a common skin condition characterized by itchiness, rashes, and dry patches, which is a type of dermatitis and often associated with allergic conditions like asthma and hay fever.",youtube,edu,eczema,"inflammatory, non-infectious, eczema",No visual concepts,No body location information,No symptom information,No age information,No gender information
public/ISIC_1842966.JPG,This is a dermoscopic image captured on the head/neck showing a malignant skin lesion diagnosed as basal cell carcinoma.,This is a dermoscopic image captured on the head/neck showing a malignant skin lesion diagnosed as basal cell carcinoma.,public,knowledge,basal cell carcinoma,"proliferations, malignant, non-melanocytic, basal cell carcinoma",No visual concepts,neck,No symptom information,No age information,No gender information
public/ISIC_0022074.JPG,This is a dermoscopic image captured on the posterior torso showing a malignant skin lesion diagnosed as basal cell carcinoma.,This is a dermoscopic image captured on the posterior torso showing a malignant skin lesion diagnosed as basal cell carcinoma.,public,knowledge,basal cell carcinoma,"proliferations, malignant, non-melanocytic, basal cell carcinoma",No visual concepts,No body location information,No symptom information,No age information,No gender information
youtube/ibybqKzOz54_frame_5920_1.jpg,"This image depicts an infiltrative type of BCC, characterized by a raised, red, and pink lesion with a smooth surface. Dermoscopy can be useful in diagnosing and planning treatment for this type of skin cancer.","This image depicts an infiltrative type of BCC, characterized by a raised, red, and pink lesion with a smooth surface. Dermoscopy can be useful in diagnosing and planning treatment for this type of skin cancer.",youtube,edu,basal cell carcinoma,"proliferations, malignant, non-melanocytic, basal cell carcinoma","pink, red, raised, smooth",No body location information,No symptom information,No age information,No gender information
public/ISIC_0022408.JPG,This is a dermoscopic image captured on the head/neck showing a benign skin lesion diagnosed as basal cell carcinoma.,This is a dermoscopic image captured on the head/neck showing a benign skin lesion diagnosed as basal cell carcinoma.,public,knowledge,basal cell carcinoma,"proliferations, malignant, non-melanocytic, basal cell carcinoma",No visual concepts,neck,No symptom information,No age information,No gender information
youtube/jt3qSMam07o_frame_4640_1.jpg,"This image depicts a non-pigmented, non-nodular basal cell carcinoma, characterized by its smooth, round appearance and lack of color, which is caused by unrepaired DNA damage and typically treated with surgical excision.","This image depicts a non-pigmented, non-nodular basal cell carcinoma, characterized by its smooth, round appearance and lack of color, which is caused by unrepaired DNA damage and typically treated with surgical excision.",youtube,edu,basal cell carcinoma,"proliferations, malignant, non-melanocytic, basal cell carcinoma","round, smooth",No body location information,No symptom information,No age information,No gender information
youtube/ZkntcZt0aho_frame_58923_1.jpg,"This image shows a close-up view of a skin disease characterized by red, inflamed patches on the skin, caused by an overproduction of skin cells. Treatment options include topical creams and steroids to reduce inflammation and promote healing.","This image shows a close-up view of a skin disease characterized by red, inflamed patches on the skin, caused by an overproduction of skin cells. Treatment options include topical creams and steroids to reduce inflammation and promote healing.",youtube,edu,proliferations,proliferations,"red, patch",No body location information,No symptom information,No age information,No gender information
youtube/ue12XjkOV_E_frame_48562_0_0.jpg,"This image shows a close-up view of a skin disease characterized by red, inflamed patches on the skin, caused by an overproduction of skin cells. Treatment options include topical creams and steroids to reduce inflammation and prevent further irritation.","This image shows a close-up view of a skin disease characterized by red, inflamed patches on the skin, caused by an overproduction of skin cells. Treatment options include topical creams and steroids to reduce inflammation and prevent further irritation.",youtube,edu,proliferations,proliferations,"red, patch",No body location information,No symptom information,No age information,No gender information
youtube/BZ21v4OaWpM_frame_21990_2.jpg,"This image shows a close-up view of a skin disease characterized by red, inflamed patches on the skin, caused by an overproduction of skin cells. Treatment options include topical creams and ointments to reduce inflammation and promote healing.","This image shows a close-up view of a skin disease characterized by red, inflamed patches on the skin, caused by an overproduction of skin cells. Treatment options include topical creams and ointments to reduce inflammation and promote healing.",youtube,edu,proliferations,proliferations,"red, patch",No body location information,No symptom information,No age information,No gender information
youtube/4DN_SfwZZXU_frame_19788_0_0.jpg,"This image shows a close-up view of a skin disease characterized by red, inflamed patches on the skin, caused by an overproduction of skin cells. Treatment options include topical creams and ointments, as well as oral medications.","This image shows a close-up view of a skin disease characterized by red, inflamed patches on the skin, caused by an overproduction of skin cells. Treatment options include topical creams and ointments, as well as oral medications.",youtube,edu,proliferations,proliferations,"red, patch",oral,No symptom information,No age information,No gender information
youtube/oa3o-pGMz-U_frame_0_0.jpg,"This image shows a close-up view of a skin disease characterized by red, inflamed patches on the skin, caused by an overproduction of skin cells. Treatment options include topical creams and ointments to reduce inflammation and prevent further irritation.","This image shows a close-up view of a skin disease characterized by red, inflamed patches on the skin, caused by an overproduction of skin cells. Treatment options include topical creams and ointments to reduce inflammation and prevent further irritation.",youtube,edu,proliferations,proliferations,"red, patch",No body location information,No symptom information,No age information,No gender information
"edu/Argenziano, Giuseppe- Giacomel, Jason- Zalaudek, Iris - Dermatoscopy of Non-Pigmented Skin Tumors - Pink - Think - Blink.-CRC Press (2015)_00030_07186_1.jpg","A clinically diagnosed solar keratosis showing a faint vascular pseudonetwork under contact nonpolarized dermoscopy (NPD), including rosettes (circle), scale (arrow), and more prominent vascularity. A squamous cell carcinoma in situ showing sparse dotted vessels and poorly delineated scale under contact NPD.","A clinically diagnosed solar keratosis showing a faint vascular pseudonetwork under contact nonpolarized dermoscopy (NPD), including rosettes (circle), scale (arrow), and more prominent vascularity. A squamous cell carcinoma in situ showing sparse dotted vessels and poorly delineated scale under contact NPD.",textbook_english,knowledge,squamous cell carcinoma,"proliferations, malignant, non-melanocytic, squamous cell carcinoma","macule, scale",No body location information,No symptom information,No age information,No gender information
youtube/1O4E-aTIIiY_frame_8598_0.jpg,"This image shows an example of white circle and dotted vessels with shiny white streaks, which are commonly observed in squamous cell carcinoma on the lip.","This image shows an example of white circle and dotted vessels with shiny white streaks, which are commonly observed in squamous cell carcinoma on the lip.",youtube,edu,squamous cell carcinoma,"proliferations, malignant, non-melanocytic, squamous cell carcinoma",streaks,lips,No symptom information,No age information,No gender information
youtube/ydZgOLJuf6U_frame_43277_1.jpg,"This image discusses squamous cell carcinoma, the second most common form of skin cancer, which can occur on various parts of the body and is associated with risk factors such as UV radiation, immunosuppression, HPV, chemical exposures, fair skin, chronic wound scars, and more. The cancer can present as an erythematous scaling plaque, nodule, ulcer, wart, or cutaneous horn, and may cause symptoms like itching, tingling, pain, and bleeding. Early detection and biopsy are crucial for effective treatment, which typically involves surgery.","This image discusses squamous cell carcinoma, the second most common form of skin cancer, which can occur on various parts of the body and is associated with risk factors such as UV radiation, immunosuppression, HPV, chemical exposures, fair skin, chronic wound scars, and more. The cancer can present as an erythematous scaling plaque, nodule, ulcer, wart, or cutaneous horn, and may cause symptoms like itching, tingling, pain, and bleeding. Early detection and biopsy are crucial for effective treatment, which typically involves surgery.",youtube,edu,squamous cell carcinoma,"proliferations, malignant, non-melanocytic, squamous cell carcinoma","erythema, nodule, ulcer, plaque",No body location information,"tender, bleeding",No age information,No gender information
youtube/EScWfQK7pvA_frame_36436_0.jpg,"This image shows a patient with sarcoidosis presenting as crusted lesions and non-melanoma skin cancer. The patient had a superficial biopsy interpreted as squamous cell carcinoma, followed by an excision and the development of more lesions. It is important to note that sarcoidosis can also cause skin cancer, and a biopsy of appropriate depth should be performed in dark-skinned patients to rule out underlying sarcoidosis. The patient also had extensive digital sarcoidosis and lacrimal gland enlargement, which are additional manifestations of the disease.","This image shows a patient with sarcoidosis presenting as crusted lesions and non-melanoma skin cancer. The patient had a superficial biopsy interpreted as squamous cell carcinoma, followed by an excision and the development of more lesions. It is important to note that sarcoidosis can also cause skin cancer, and a biopsy of appropriate depth should be performed in dark-skinned patients to rule out underlying sarcoidosis. The patient also had extensive digital sarcoidosis and lacrimal gland enlargement, which are additional manifestations of the disease.",youtube,edu,squamous cell carcinoma,"proliferations, malignant, non-melanocytic, squamous cell carcinoma",crusted,No body location information,No symptom information,No age information,No gender information
public/ISIC_0021072.JPG,This is a dermoscopic image captured on the upper extremity showing a malignant skin lesion diagnosed as squamous cell carcinoma.,This is a dermoscopic image captured on the upper extremity showing a malignant skin lesion diagnosed as squamous cell carcinoma.,public,knowledge,squamous cell carcinoma,"proliferations, malignant, non-melanocytic, squamous cell carcinoma",No visual concepts,No body location information,No symptom information,No age information,No gender information
IIYI/20486_2.png,"A 65-year-old male has been experiencing widespread rashes and itching for 10 days. He has been taking Kaireitan (loratadine) 10 mg once daily without satisfactory results, and seeks advice on treatment options. The majority of forum replies suggest the man may be suffering from urticaria, with potential triggers being drugs or food. Various users recommended different treatment approaches including combination antihistamine therapy (using both first and second generation antihistamines, and both H1 and H2 blockers), the use of calcium gluconate and vitamin C infusions, and potentially adding a diuretic to help eliminate allergens. Some discussed the rarity but possibility of loratadine worsening urticaria and suggested considering other conditions like erythema multiforme and urticarial vasculitis. Overall, further detailed medical history inquiry and cause investigation were advised.","A 65-year-old male has been experiencing widespread rashes and itching for 10 days. He has been taking Kaireitan (loratadine) 10 mg once daily without satisfactory results, and seeks advice on treatment options. The majority of forum replies suggest the man may be suffering from urticaria, with potential triggers being drugs or food. Various users recommended different treatment approaches including combination antihistamine therapy (using both first and second generation antihistamines, and both H1 and H2 blockers), the use of calcium gluconate and vitamin C infusions, and potentially adding a diuretic to help eliminate allergens. Some discussed the rarity but possibility of loratadine worsening urticaria and suggested considering other conditions like erythema multiforme and urticarial vasculitis. Overall, further detailed medical history inquiry and cause investigation were advised.",IIYI_chinese,forum,urticaria,"reaction patterns and descriptive terms, hypersensitivity, allergic reaction, urticaria",No visual concepts,No body location information,No symptom information,65,male
public/-1542787778564695920.png,This is a close up clinical image The final diagnosis is urticaria.,This is a close up clinical image The final diagnosis is urticaria.,public,knowledge,urticaria,"reaction patterns and descriptive terms, hypersensitivity, allergic reaction, urticaria",No visual concepts,No body location information,No symptom information,No age information,No gender information
youtube/EHC3ejfvcrY_frame_3125_0_0.jpg,"This image shows that botulinum toxin effectively inhibits mast cell degranulation, which can cause skin diseases such as urticaria and eczema.","This image shows that botulinum toxin effectively inhibits mast cell degranulation, which can cause skin diseases such as urticaria and eczema.",youtube,edu,urticaria,"reaction patterns and descriptive terms, hypersensitivity, allergic reaction, urticaria",No visual concepts,No body location information,No symptom information,No age information,No gender information
youtube/sdvE0xFsk7U_frame_896_0_0.jpg,"This image depicts hives, an allergic skin condition characterized by red, raised, itchy rashes with a pale center, which can occur due to various allergens such as drugs, food, inhalants, infections, pregnancy, or autoimmune conditions. Treatment involves identifying and eliminating or avoiding the allergen, using antihistamines, and topical moisturizers.","This image depicts hives, an allergic skin condition characterized by red, raised, itchy rashes with a pale center, which can occur due to various allergens such as drugs, food, inhalants, infections, pregnancy, or autoimmune conditions. Treatment involves identifying and eliminating or avoiding the allergen, using antihistamines, and topical moisturizers.",youtube,edu,urticaria,"reaction patterns and descriptive terms, hypersensitivity, allergic reaction, urticaria","red, raised",No body location information,No symptom information,No age information,No gender information
youtube/eH4cE2rg_ak_frame_29458_1.jpg,"This image describes non-specific dermatosis during pregnancy, including eruptions like pityriasis rosea and urticaria, which can be managed with topical applications and antihistamines.","This image describes non-specific dermatosis during pregnancy, including eruptions like pityriasis rosea and urticaria, which can be managed with topical applications and antihistamines.",youtube,edu,urticaria,"reaction patterns and descriptive terms, hypersensitivity, allergic reaction, urticaria",No visual concepts,No body location information,No symptom information,No age information,No gender information
youtube/d-nF_cZBgBY_frame_31402_0_0.jpg,"This image describes lichen planus, a skin disease characterized by pruritus, polygonal lesions with a violaceous hue, and intense itching. It can involve the flexor part of the wrist, including the lateral tretiae C and M, and can lead to hyperpigmentation. Complications of chronic lichen planus of the oral cavity include squamous cell carcinoma (SCC). The cutaneous horn can be a pre-malignant lesion that can lead to SCC.","This image describes lichen planus, a skin disease characterized by pruritus, polygonal lesions with a violaceous hue, and intense itching. It can involve the flexor part of the wrist, including the lateral tretiae C and M, and can lead to hyperpigmentation. Complications of chronic lichen planus of the oral cavity include squamous cell carcinoma (SCC). The cutaneous horn can be a pre-malignant lesion that can lead to SCC.",youtube,edu,lichen planus,"inflammatory, non-infectious, lichen planus","violaceous, polygonal","wrist, oral",No symptom information,No age information,No gender information
youtube/tMQAGKMxUEw_frame_73886_0.jpg,"This image shows a skin disease characterized by a lichenoid surface with a history of recurrent lesions, commonly seen in patients with a family history of skin cancer. The cause of this disease is not fully understood, but it may be related to genetic factors. Treatment options include topical steroids, immunosuppressants, and phototherapy.","This image shows a skin disease characterized by a lichenoid surface with a history of recurrent lesions, commonly seen in patients with a family history of skin cancer. The cause of this disease is not fully understood, but it may be related to genetic factors. Treatment options include topical steroids, immunosuppressants, and phototherapy.",youtube,edu,lichen planus,"inflammatory, non-infectious, lichen planus",lichenoid,No body location information,No symptom information,No age information,No gender information
